date,time,am/pm,temp,dew point,humidity,wind speed
2024-02-16,7:51,AM,37,14,39,22
2024-02-16,8:51,AM,37,13,37,22
2024-02-16,9:51,AM,37,14,39,23
2024-02-16,10:51,AM,38,14,38,28
2024-02-16,11:51,AM,39,14,36,22
2024-02-16,12:51,PM,40,13,33,20
2024-02-16,1:51,PM,41,13,32,16
2024-02-16,2:51,PM,42,13,31,18
2024-02-16,3:51,PM,42,13,31,18
2024-02-16,4:51,PM,42,13,31,21
2024-02-16,5:51,PM,42,13,31,13
2024-02-16,6:51,PM,41,12,31,9
2024-02-16,7:51,PM,39,15,38,8
2024-02-16,8:51,PM,38,15,39,8
2024-02-16,9:51,PM,38,13,36,7
2024-02-16,10:51,PM,37,14,39,8
2024-02-16,11:51,PM,37,15,41,7
2024-02-16,12:51,AM,37,15,41,0
2024-02-02,1:51,AM,45,33,63,7
2024-02-02,2:10,AM,44,33,65,5
2024-02-02,2:51,AM,43,34,71,6
2024-02-02,3:51,AM,42,35,76,0
2024-02-02,4:15,AM,42,36,79,7
2024-02-02,4:51,AM,42,36,79,6
2024-02-02,5:51,AM,42,36,79,6
2024-02-02,6:51,AM,42,36,79,6
2024-02-02,7:51,AM,43,37,80,8
2024-02-02,8:51,AM,43,37,80,6
2024-02-02,9:36,AM,43,37,80,3
2024-02-02,9:51,AM,43,38,82,0
2024-02-02,10:19,AM,43,37,80,6
2024-02-02,10:23,AM,42,37,82,5
2024-02-02,10:51,AM,42,37,82,6
2024-02-02,11:51,AM,42,37,82,9
2024-02-02,11:54,AM,42,37,82,9
2024-02-02,12:28,PM,41,36,82,12
2024-02-02,12:51,PM,41,36,82,12
2024-02-02,1:24,PM,41,35,79,12
2024-02-02,1:51,PM,41,36,82,12
2024-02-02,2:00,PM,41,35,79,13
2024-02-02,2:51,PM,42,36,79,9
2024-02-02,3:51,PM,43,35,74,10
2024-02-02,4:51,PM,42,34,73,13
2024-02-02,5:51,PM,42,33,70,16
2024-02-02,6:51,PM,41,32,70,13
2024-02-02,7:51,PM,41,30,65,13
2024-02-02,8:51,PM,40,29,65,13
2024-02-02,9:51,PM,41,28,60,12
2024-02-02,10:51,PM,40,27,60,13
2024-02-02,11:51,PM,39,26,60,12
2024-02-02,12:51,AM,38,25,60,12
2024-02-14,1:51,AM,39,21,49,14
2024-02-14,2:51,AM,37,21,52,21
2024-02-14,3:51,AM,36,22,57,20
2024-02-14,4:51,AM,35,18,50,22
2024-02-14,5:51,AM,34,12,40,23
2024-02-14,6:51,AM,32,11,42,22
2024-02-14,7:51,AM,31,12,46,14
2024-02-14,8:51,AM,30,11,45,22
2024-02-14,9:51,AM,30,12,47,22
2024-02-14,10:51,AM,30,11,45,24
2024-02-14,11:51,AM,31,11,43,28
2024-02-14,12:51,PM,33,13,43,23
2024-02-14,1:51,PM,34,12,40,22
2024-02-14,2:51,PM,35,11,37,25
2024-02-14,3:51,PM,35,11,37,25
2024-02-14,4:51,PM,36,11,36,21
2024-02-14,5:51,PM,36,10,34,23
2024-02-14,6:51,PM,35,11,37,20
2024-02-14,7:51,PM,34,10,37,23
2024-02-14,8:51,PM,33,10,38,22
2024-02-14,9:51,PM,33,11,40,20
2024-02-14,10:51,PM,32,12,44,28
2024-02-14,11:51,PM,31,12,46,16
2024-02-14,12:51,AM,30,12,47,17
2024-02-28,1:35,AM,50,47,89,7
2024-02-28,1:51,AM,50,46,86,9
2024-02-28,2:51,AM,50,46,86,7
2024-02-28,3:42,AM,50,47,89,13
2024-02-28,3:51,AM,50,46,86,14
2024-02-28,4:31,AM,50,46,86,13
2024-02-28,4:51,AM,49,46,90,16
2024-02-28,5:51,AM,49,46,90,14
2024-02-28,6:45,AM,48,46,93,10
2024-02-28,6:51,AM,49,46,90,8
2024-02-28,7:51,AM,49,46,90,8
2024-02-28,8:51,AM,50,47,89,9
2024-02-28,9:42,AM,50,47,89,14
2024-02-28,9:51,AM,51,47,86,9
2024-02-28,9:56,AM,51,47,86,10
2024-02-28,10:00,AM,50,47,89,14
2024-02-28,10:51,AM,50,46,86,10
2024-02-28,11:51,AM,50,47,89,10
2024-02-28,12:40,PM,52,48,86,13
2024-02-28,12:51,PM,52,48,86,9
2024-02-28,1:51,PM,53,49,86,12
2024-02-28,2:51,PM,53,48,83,12
2024-02-28,3:51,PM,53,49,86,13
2024-02-28,4:19,PM,55,49,80,8
2024-02-28,4:51,PM,53,48,83,13
2024-02-28,5:51,PM,53,48,83,9
2024-02-28,6:51,PM,53,49,86,13
2024-02-28,7:51,PM,54,49,83,10
2024-02-28,8:03,PM,55,50,83,9
2024-02-28,8:51,PM,53,49,86,12
2024-02-28,9:51,PM,60,53,78,20
2024-02-28,10:29,PM,58,46,65,26
2024-02-28,10:51,PM,55,42,62,28
2024-02-28,11:51,PM,47,32,56,24
2024-02-28,12:51,AM,44,25,47,30
2024-02-29,1:51,AM,40,17,40,37
2024-02-29,2:51,AM,37,16,42,28
2024-02-29,3:51,AM,35,13,40,28
2024-02-29,4:51,AM,33,15,48,25
2024-02-29,5:51,AM,32,13,45,21
2024-02-29,6:51,AM,33,11,40,20
2024-02-29,7:51,AM,32,10,40,17
2024-02-29,8:51,AM,32,11,42,21
2024-02-29,9:51,AM,33,10,38,17
2024-02-29,10:51,AM,35,11,37,16
2024-02-29,11:51,AM,36,9,33,18
2024-02-29,12:51,PM,36,10,34,20
2024-02-29,1:51,PM,38,9,30,21
2024-02-29,2:42,PM,40,11,31,22
2024-02-29,2:51,PM,39,9,29,18
2024-02-29,3:51,PM,40,11,31,16
2024-02-29,4:51,PM,41,8,26,18
2024-02-29,5:51,PM,41,7,25,15
2024-02-29,6:31,PM,40,10,29,13
2024-02-29,6:51,PM,39,11,32,15
2024-02-29,7:51,PM,39,10,30,12
2024-02-29,8:51,PM,38,10,32,14
2024-02-29,9:51,PM,37,11,34,13
2024-02-29,10:51,PM,37,10,33,13
2024-02-29,11:51,PM,36,12,37,14
2024-02-29,12:51,AM,34,11,38,10
2024-02-01,1:46,AM,39,30,70,0
2024-02-01,1:51,AM,40,30,68,0
2024-02-01,2:46,AM,39,30,70,5
2024-02-01,2:51,AM,40,29,65,6
2024-02-01,3:51,AM,39,28,65,5
2024-02-01,4:51,AM,38,29,70,7
2024-02-01,5:42,AM,37,30,76,6
2024-02-01,5:51,AM,37,30,76,7
2024-02-01,6:51,AM,37,30,76,6
2024-02-01,7:51,AM,37,30,76,8
2024-02-01,8:51,AM,38,32,79,9
2024-02-01,9:51,AM,40,31,70,9
2024-02-01,10:51,AM,41,31,67,12
2024-02-01,11:51,AM,42,31,65,10
2024-02-01,12:51,PM,42,32,67,9
2024-02-01,1:51,PM,44,32,63,9
2024-02-01,2:51,PM,44,31,60,12
2024-02-01,3:51,PM,45,31,58,10
2024-02-01,4:51,PM,45,30,56,12
2024-02-01,5:51,PM,45,30,56,9
2024-02-01,6:51,PM,45,31,58,6
2024-02-01,7:51,PM,45,31,58,8
2024-02-01,8:51,PM,44,31,60,6
2024-02-01,9:51,PM,46,31,56,7
2024-02-01,10:51,PM,46,31,56,3
2024-02-01,11:51,PM,46,31,56,6
2024-02-01,12:51,AM,46,32,58,5
2024-02-15,1:51,AM,30,13,49,21
2024-02-15,2:51,AM,30,13,49,21
2024-02-15,3:51,AM,30,14,51,13
2024-02-15,4:51,AM,29,13,51,10
2024-02-15,5:51,AM,29,13,51,14
2024-02-15,6:51,AM,28,12,51,7
2024-02-15,7:51,AM,28,12,51,9
2024-02-15,8:51,AM,29,12,49,10
2024-02-15,9:51,AM,30,13,49,9
2024-02-15,10:51,AM,32,12,44,7
2024-02-15,11:51,AM,33,12,42,5
2024-02-15,12:51,PM,35,13,40,6
2024-02-15,1:51,PM,37,13,37,0
2024-02-15,2:51,PM,38,8,29,7
2024-02-15,3:51,PM,37,8,30,12
2024-02-15,4:51,PM,36,15,43,14
2024-02-15,5:51,PM,35,19,52,14
2024-02-15,6:51,PM,36,22,57,13
2024-02-15,7:51,PM,37,23,57,14
2024-02-15,8:51,PM,37,20,50,12
2024-02-15,9:51,PM,37,21,52,9
2024-02-15,10:51,PM,37,23,57,12
2024-02-15,11:51,PM,37,24,59,10
2024-02-15,12:51,AM,38,25,60,14
2024-02-11,1:51,AM,55,43,64,3
2024-02-11,2:51,AM,52,43,71,8
2024-02-11,3:51,AM,51,42,71,7
2024-02-11,4:51,AM,50,38,63,15
2024-02-11,5:51,AM,47,35,63,13
2024-02-11,6:51,AM,46,32,58,12
2024-02-11,7:51,AM,45,31,58,12
2024-02-11,8:51,AM,45,30,56,14
2024-02-11,9:51,AM,45,29,53,13
2024-02-11,10:51,AM,45,29,53,10
2024-02-11,11:51,AM,45,30,56,10
2024-02-11,12:51,PM,45,29,53,9
2024-02-11,1:51,PM,46,29,51,9
2024-02-11,2:51,PM,47,28,48,8
2024-02-11,3:51,PM,47,29,50,9
2024-02-11,4:51,PM,46,30,54,8
2024-02-11,5:51,PM,46,30,54,12
2024-02-11,6:51,PM,46,30,54,9
2024-02-11,7:51,PM,46,29,51,12
2024-02-11,8:51,PM,45,30,56,9
2024-02-11,9:51,PM,44,30,58,9
2024-02-11,10:51,PM,44,30,58,7
2024-02-11,11:51,PM,43,29,58,8
2024-02-11,12:51,AM,43,29,58,9
2024-02-05,1:51,AM,36,19,50,8
2024-02-05,2:51,AM,35,19,52,10
2024-02-05,3:51,AM,34,19,54,8
2024-02-05,4:51,AM,34,18,52,6
2024-02-05,5:51,AM,34,18,52,9
2024-02-05,6:51,AM,33,15,48,13
2024-02-05,7:51,AM,33,14,46,7
2024-02-05,8:51,AM,33,16,50,13
2024-02-05,9:51,AM,35,15,44,12
2024-02-05,10:51,AM,36,18,48,13
2024-02-05,11:51,AM,38,18,44,15
2024-02-05,12:51,PM,39,17,41,13
2024-02-05,1:51,PM,42,18,38,12
2024-02-05,2:51,PM,43,16,34,10
2024-02-05,3:51,PM,44,16,32,14
2024-02-05,4:51,PM,43,15,32,13
2024-02-05,5:51,PM,41,14,33,15
2024-02-05,6:51,PM,40,13,33,17
2024-02-05,7:51,PM,38,10,32,22
2024-02-05,8:51,PM,38,10,32,18
2024-02-05,9:51,PM,37,11,34,14
2024-02-05,10:51,PM,36,11,36,12
2024-02-05,11:51,PM,35,11,37,13
2024-02-05,12:51,AM,34,11,38,13
2024-02-04,1:51,AM,35,21,57,6
2024-02-04,2:51,AM,34,19,54,9
2024-02-04,3:51,AM,34,18,52,8
2024-02-04,4:51,AM,33,18,54,8
2024-02-04,5:51,AM,32,19,59,8
2024-02-04,6:51,AM,32,19,59,7
2024-02-04,7:51,AM,31,19,61,8
2024-02-04,8:51,AM,32,19,59,9
2024-02-04,9:51,AM,33,19,56,12
2024-02-04,10:51,AM,35,18,50,5
2024-02-04,11:51,AM,38,19,47,9
2024-02-04,12:51,PM,40,19,43,13
2024-02-04,1:51,PM,42,19,40,12
2024-02-04,2:51,PM,44,17,34,8
2024-02-04,3:51,PM,45,19,36,9
2024-02-04,4:51,PM,45,20,37,7
2024-02-04,5:51,PM,44,20,38,6
2024-02-04,6:51,PM,42,20,41,3
2024-02-04,7:51,PM,41,22,47,7
2024-02-04,8:51,PM,41,21,45,3
2024-02-04,9:51,PM,41,20,43,6
2024-02-04,10:51,PM,39,19,45,5
2024-02-04,11:51,PM,38,18,44,9
2024-02-04,12:51,AM,36,19,50,5
2024-02-10,1:51,AM,42,37,82,5
2024-02-10,2:51,AM,42,37,82,7
2024-02-10,3:51,AM,40,37,89,6
2024-02-10,4:51,AM,40,37,89,5
2024-02-10,5:51,AM,40,36,86,5
2024-02-10,6:51,AM,40,36,86,0
2024-02-10,7:51,AM,40,37,89,3
2024-02-10,8:51,AM,43,39,86,5
2024-02-10,9:51,AM,48,40,74,7
2024-02-10,10:51,AM,51,38,61,5
2024-02-10,11:51,AM,54,38,55,8
2024-02-10,12:51,PM,55,38,53,8
2024-02-10,1:51,PM,57,40,53,8
2024-02-10,2:51,PM,58,40,51,8
2024-02-10,3:51,PM,58,41,53,9
2024-02-10,4:51,PM,59,42,53,7
2024-02-10,5:51,PM,59,42,53,9
2024-02-10,6:51,PM,58,43,58,7
2024-02-10,7:51,PM,57,43,59,13
2024-02-10,8:51,PM,55,41,59,5
2024-02-10,9:51,PM,56,42,60,0
2024-02-10,10:51,PM,51,40,66,0
2024-02-10,11:51,PM,55,42,62,0
2024-02-10,12:51,AM,54,43,66,5
2024-02-06,1:51,AM,33,12,42,9
2024-02-06,2:51,AM,32,11,42,9
2024-02-06,3:51,AM,30,9,41,12
2024-02-06,4:51,AM,29,10,45,7
2024-02-06,5:51,AM,29,10,45,8
2024-02-06,6:51,AM,30,12,47,9
2024-02-06,7:51,AM,29,12,49,13
2024-02-06,8:51,AM,30,13,49,15
2024-02-06,9:51,AM,32,13,45,10
2024-02-06,10:51,AM,33,15,48,17
2024-02-06,11:51,AM,35,16,46,14
2024-02-06,12:51,PM,37,17,44,9
2024-02-06,1:51,PM,38,17,43,5
2024-02-06,2:51,PM,40,17,40,5
2024-02-06,3:51,PM,43,18,37,8
2024-02-06,4:51,PM,42,17,37,12
2024-02-06,5:51,PM,41,17,38,8
2024-02-06,6:51,PM,41,18,40,7
2024-02-06,7:51,PM,40,18,41,8
2024-02-06,8:51,PM,39,20,46,9
2024-02-06,9:51,PM,37,19,48,8
2024-02-06,10:51,PM,36,20,52,6
2024-02-06,11:51,PM,35,19,52,7
2024-02-06,12:51,AM,35,20,54,7
2024-02-12,1:51,AM,42,28,58,9
2024-02-12,2:51,AM,41,28,60,9
2024-02-12,3:51,AM,40,27,60,8
2024-02-12,4:51,AM,39,26,60,8
2024-02-12,5:51,AM,38,27,65,3
2024-02-12,6:51,AM,38,27,65,0
2024-02-12,7:51,AM,38,27,65,7
2024-02-12,8:51,AM,38,27,65,6
2024-02-12,9:51,AM,40,27,60,6
2024-02-12,10:51,AM,40,27,60,7
2024-02-12,11:51,AM,41,27,57,9
2024-02-12,12:51,PM,43,28,56,0
2024-02-12,1:51,PM,45,28,52,7
2024-02-12,2:51,PM,46,28,50,5
2024-02-12,3:51,PM,47,28,48,0
2024-02-12,4:51,PM,45,29,53,9
2024-02-12,5:51,PM,45,28,52,8
2024-02-12,6:51,PM,45,28,52,8
2024-02-12,7:51,PM,43,28,56,12
2024-02-12,8:51,PM,42,28,58,13
2024-02-12,9:51,PM,41,27,57,9
2024-02-12,10:51,PM,40,27,60,8
2024-02-12,11:51,PM,40,27,60,9
2024-02-12,12:51,AM,39,27,62,15
2024-02-12,12:59,AM,39,27,62,13
2024-02-13,1:11,AM,39,28,65,15
2024-02-13,1:51,AM,39,28,65,14
2024-02-13,2:13,AM,39,27,62,17
2024-02-13,2:31,AM,39,28,65,18
2024-02-13,2:51,AM,39,28,65,18
2024-02-13,3:01,AM,39,28,65,18
2024-02-13,3:34,AM,38,28,68,17
2024-02-13,3:45,AM,37,28,70,21
2024-02-13,3:51,AM,36,28,73,17
2024-02-13,4:30,AM,34,28,79,13
2024-02-13,4:35,AM,34,28,79,10
2024-02-13,4:51,AM,34,29,82,13
2024-02-13,4:57,AM,34,29,82,14
2024-02-13,5:07,AM,33,29,85,16
2024-02-13,5:26,AM,33,29,85,14
2024-02-13,5:35,AM,33,29,85,14
2024-02-13,5:47,AM,34,30,87,18
2024-02-13,5:51,AM,33,30,89,16
2024-02-13,6:41,AM,33,30,89,20
2024-02-13,6:51,AM,33,30,89,14
2024-02-13,7:51,AM,33,29,85,15
2024-02-13,8:17,AM,33,29,85,15
2024-02-13,8:48,AM,34,28,81,20
2024-02-13,8:51,AM,33,29,85,15
2024-02-13,9:51,AM,33,30,89,12
2024-02-13,9:58,AM,33,30,89,13
2024-02-13,10:48,AM,34,30,87,15
2024-02-13,10:51,AM,33,30,89,13
2024-02-13,11:34,AM,34,30,85,18
2024-02-13,11:51,AM,33,30,89,17
2024-02-13,12:49,PM,34,30,87,16
2024-02-13,12:51,PM,33,30,89,14
2024-02-13,1:37,PM,34,30,85,22
2024-02-13,1:48,PM,36,30,81,21
2024-02-13,1:51,PM,35,31,85,17
2024-02-13,2:51,PM,38,28,68,18
2024-02-13,3:51,PM,39,28,65,17
2024-02-13,4:51,PM,40,28,63,12
2024-02-13,5:51,PM,41,27,57,13
2024-02-13,6:51,PM,41,25,53,14
2024-02-13,7:51,PM,40,24,53,14
2024-02-13,8:51,PM,40,23,51,20
2024-02-13,9:51,PM,39,22,50,14
2024-02-13,10:51,PM,38,22,53,10
2024-02-13,11:51,PM,39,23,53,13
2024-02-13,12:51,AM,39,23,53,12
2024-02-07,1:51,AM,34,20,56,6
2024-02-07,2:51,AM,34,19,54,6
2024-02-07,3:51,AM,34,20,56,5
2024-02-07,4:51,AM,34,19,54,5
2024-02-07,5:51,AM,33,20,59,5
2024-02-07,6:51,AM,33,20,59,6
2024-02-07,7:51,AM,34,20,56,5
2024-02-07,8:51,AM,35,20,54,7
2024-02-07,9:51,AM,38,21,51,6
2024-02-07,10:51,AM,39,21,49,9
2024-02-07,11:51,AM,41,20,43,12
2024-02-07,12:51,PM,43,21,42,8
2024-02-07,1:51,PM,44,21,40,3
2024-02-07,2:51,PM,47,22,37,5
2024-02-07,3:51,PM,47,21,36,5
2024-02-07,4:51,PM,48,20,33,7
2024-02-07,5:51,PM,46,21,37,6
2024-02-07,6:51,PM,47,19,33,7
2024-02-07,7:51,PM,45,21,39,5
2024-02-07,8:51,PM,44,20,38,6
2024-02-07,9:51,PM,44,23,43,0
2024-02-07,10:51,PM,41,26,55,6
2024-02-07,11:51,PM,41,26,55,0
2024-02-07,12:51,AM,39,26,60,0
2024-03-09,1:51,AM,42,32,67,9
2024-03-09,2:42,AM,42,32,67,8
2024-03-09,2:51,AM,42,32,67,8
2024-03-09,3:51,AM,42,32,67,8
2024-03-09,4:51,AM,42,32,67,10
2024-03-09,5:51,AM,41,32,70,10
2024-03-09,6:51,AM,41,31,67,10
2024-03-09,7:51,AM,41,31,67,14
2024-03-09,8:51,AM,42,31,65,13
2024-03-09,9:51,AM,42,32,67,17
2024-03-09,10:51,AM,42,32,67,17
2024-03-09,11:51,AM,43,33,68,14
2024-03-09,12:51,PM,43,34,71,17
2024-03-09,1:47,PM,43,36,76,16
2024-03-09,1:51,PM,43,36,76,16
2024-03-09,2:07,PM,43,36,76,18
2024-03-09,2:44,PM,43,36,76,10
2024-03-09,2:51,PM,43,37,80,14
2024-03-09,3:51,PM,43,36,76,16
2024-03-09,4:13,PM,44,37,76,10
2024-03-09,4:44,PM,43,38,82,14
2024-03-09,4:51,PM,43,38,82,14
2024-03-09,5:27,PM,44,39,82,15
2024-03-09,5:51,PM,44,39,82,14
2024-03-09,6:51,PM,45,41,86,21
2024-03-09,7:22,PM,46,41,83,25
2024-03-09,7:51,PM,46,41,83,24
2024-03-09,8:51,PM,46,41,83,29
2024-03-09,9:51,PM,46,42,86,21
2024-03-09,10:51,PM,47,43,86,24
2024-03-09,11:51,PM,47,44,90,6
2024-03-09,12:02,AM,47,44,90,6
2024-03-09,12:51,AM,44,41,89,20
2024-03-15,12:51,AM,53,39,59,6
2024-03-15,1:51,AM,53,40,61,6
2024-03-15,2:51,AM,51,39,63,0
2024-03-15,3:51,AM,51,42,71,8
2024-03-15,4:51,AM,51,43,74,0
2024-03-15,5:51,AM,59,41,51,6
2024-03-15,6:51,AM,60,41,49,8
2024-03-15,7:51,AM,61,41,48,8
2024-03-15,8:51,AM,61,43,52,15
2024-03-15,9:51,AM,63,46,54,16
2024-03-15,10:51,AM,64,48,56,12
2024-03-15,11:51,AM,68,50,52,9
2024-03-15,12:51,PM,69,49,49,23
2024-03-15,1:51,PM,68,48,49,15
2024-03-15,2:51,PM,68,46,45,16
2024-03-15,3:51,PM,69,41,36,21
2024-03-01,1:51,AM,33,11,40,13
2024-03-01,2:51,AM,32,11,42,13
2024-03-01,3:51,AM,32,10,40,9
2024-03-01,4:51,AM,31,11,43,13
2024-03-01,5:51,AM,31,11,43,10
2024-03-01,6:51,AM,31,11,43,6
2024-03-01,7:51,AM,31,12,46,6
2024-03-01,8:51,AM,33,12,42,5
2024-03-01,9:51,AM,35,13,40,8
2024-03-01,10:51,AM,38,14,38,mph
2024-03-01,11:51,AM,40,14,35,7
2024-03-01,12:51,PM,42,13,31,6
2024-03-01,1:51,PM,43,16,34,10
2024-03-01,2:51,PM,43,17,35,14
2024-03-01,3:51,PM,42,19,40,18
2024-03-01,4:51,PM,42,20,41,16
2024-03-01,5:51,PM,41,22,47,13
2024-03-01,6:51,PM,41,24,51,14
2024-03-01,7:51,PM,41,26,55,12
2024-03-01,8:51,PM,41,28,60,13
2024-03-01,9:51,PM,41,28,60,12
2024-03-01,10:51,PM,41,29,62,9
2024-03-01,11:51,PM,41,31,67,10
2024-03-01,12:51,AM,42,32,67,8
2024-03-14,12:51,AM,46,39,76,5
2024-03-14,1:51,AM,45,39,80,7
2024-03-14,2:51,AM,44,39,82,5
2024-03-14,3:51,AM,44,39,82,8
2024-03-14,4:51,AM,44,38,79,7
2024-03-14,5:51,AM,44,37,76,7
2024-03-14,6:51,AM,44,37,76,6
2024-03-14,7:51,AM,45,38,76,7
2024-03-14,8:51,AM,46,38,73,6
2024-03-14,9:51,AM,50,41,71,0
2024-03-14,10:51,AM,55,41,59,0
2024-03-14,11:51,AM,63,40,43,0
2024-03-14,12:51,PM,67,34,30,0
2024-03-14,1:51,PM,69,34,27,3
2024-03-14,2:51,PM,71,36,28,7
2024-03-14,3:36,PM,71,38,30,9
2024-03-14,3:51,PM,71,38,30,12
2024-03-14,4:51,PM,69,38,32,15
2024-03-14,5:51,PM,61,38,42,15
2024-03-14,6:51,PM,58,39,49,13
2024-03-14,7:51,PM,56,38,51,14
2024-03-14,8:51,PM,55,38,53,10
2024-03-14,9:51,PM,54,38,55,8
2024-03-14,10:51,PM,53,38,57,8
2024-03-14,11:51,PM,53,39,59,7
2024-03-02,1:51,AM,42,33,70,9
2024-03-02,2:51,AM,42,34,73,10
2024-03-02,3:51,AM,43,34,71,7
2024-03-02,4:51,AM,43,35,74,5
2024-03-02,5:51,AM,42,36,79,6
2024-03-02,6:51,AM,41,36,82,8
2024-03-02,7:51,AM,41,36,82,9
2024-03-02,8:51,AM,41,36,82,10
2024-03-02,9:04,AM,41,37,86,10
2024-03-02,9:36,AM,41,37,86,12
2024-03-02,9:51,AM,41,37,86,9
2024-03-02,10:51,AM,41,38,89,10
2024-03-02,11:51,AM,41,38,89,12
2024-03-02,12:51,PM,42,39,89,12
2024-03-02,1:17,PM,42,39,89,14
2024-03-02,1:51,PM,42,39,89,14
2024-03-02,2:51,PM,44,41,89,12
2024-03-02,3:17,PM,44,41,89,13
2024-03-02,3:43,PM,44,41,89,13
2024-03-02,3:51,PM,44,41,89,13
2024-03-02,3:59,PM,45,42,90,15
2024-03-02,4:15,PM,45,43,93,14
2024-03-02,4:31,PM,46,43,89,12
2024-03-02,4:51,PM,53,50,89,16
2024-03-02,5:00,PM,53,50,89,22
2024-03-02,5:16,PM,54,50,86,22
2024-03-02,5:51,PM,53,50,89,18
2024-03-02,6:06,PM,53,50,89,22
2024-03-02,6:51,PM,54,51,90,17
2024-03-02,7:22,PM,54,51,90,29
2024-03-02,7:51,PM,53,50,89,13
2024-03-02,8:46,PM,52,48,88,9
2024-03-02,8:51,PM,51,48,89,8
2024-03-02,9:38,PM,50,47,89,6
2024-03-02,9:44,PM,50,47,89,5
2024-03-02,9:51,PM,50,47,89,6
2024-03-02,10:12,PM,50,47,89,5
2024-03-02,10:30,PM,49,47,93,5
2024-03-02,10:38,PM,49,47,93,0
2024-03-02,10:51,PM,49,47,93,0
2024-03-02,11:51,PM,47,45,93,0
2024-03-02,12:51,AM,48,45,89,9
2024-03-03,1:47,AM,46,45,93,10
2024-03-03,1:51,AM,47,45,93,12
2024-03-03,2:47,AM,46,45,93,8
2024-03-03,2:51,AM,47,44,90,7
2024-03-03,3:51,AM,47,43,86,9
2024-03-03,3:58,AM,48,44,86,9
2024-03-03,4:51,AM,47,43,86,8
2024-03-03,4:53,AM,47,43,86,9
2024-03-03,5:51,AM,49,43,80,13
2024-03-03,6:51,AM,48,43,83,6
2024-03-03,7:51,AM,47,43,86,7
2024-03-03,8:51,AM,49,44,83,8
2024-03-03,8:54,AM,49,44,83,8
2024-03-03,9:51,AM,51,44,77,8
2024-03-03,10:51,AM,54,44,69,8
2024-03-03,11:51,AM,53,44,71,8
2024-03-03,12:51,PM,59,45,60,7
2024-03-03,1:51,PM,62,45,53,7
2024-03-03,2:14,PM,63,45,52,6
2024-03-03,2:51,PM,64,45,50,6
2024-03-03,3:51,PM,66,45,47,3
2024-03-03,4:51,PM,66,45,47,6
2024-03-03,5:51,PM,64,43,46,0
2024-03-03,6:51,PM,62,44,52,7
2024-03-03,7:51,PM,59,44,58,5
2024-03-03,8:51,PM,62,45,53,5
